     phi     Cout
    0.65442500000000003446     0.42877900000000002123
    0.67500000000000004441     0.44928200000000001468
    0.69999999999999995559     0.47459400000000001585
    0.72499999999999997780     0.49830999999999997518
    0.75000000000000000000     0.52334300000000000264
    0.77500000000000002220     0.54919300000000004225
    0.80000000000000004441     0.57658100000000001017
    0.82499999999999995559     0.60411400000000003985
    0.84999999999999997780     0.63381600000000004602
    0.87500000000000000000     0.66570700000000004870
    0.90000000000000002220     0.70069000000000003503
    0.92500000000000004441     0.73960099999999995291
    0.94999999999999995559     0.78553799999999995851
    0.97499999999999997780     0.84541399999999999881
    0.98999999999999999112     0.89976299999999997947
    0.99899999999999999911     0.96694800000000002971
