     phi     Cout
    0.54446899999999998077     0.30805799999999999850
    0.57499999999999995559     0.33373500000000000387
    0.59999999999999997780     0.35669899999999998830
    0.62500000000000000000     0.38156200000000001227
    0.65000000000000002220     0.40845799999999998775
    0.67500000000000004441     0.43750499999999997724
    0.69999999999999995559     0.46879399999999998849
    0.72499999999999997780     0.50238499999999997048
    0.75000000000000000000     0.53830199999999994720
    0.77500000000000002220     0.57654099999999997017
    0.80000000000000004441     0.61706199999999999939
    0.82499999999999995559     0.65979200000000004511
    0.84999999999999997780     0.70461600000000002009
    0.87500000000000000000     0.75135799999999997034
    0.90000000000000002220     0.79975700000000005119
    0.92500000000000004441     0.84943699999999999761
    0.94999999999999995559     0.89987300000000003397
    0.97499999999999997780     0.95036299999999995780
    0.98999999999999999112     0.98031500000000004746
    0.99899999999999999911     0.99804400000000004223
