 phi_min  K22_min
    0.99842920367320509012     0.00000000000000000274
    0.99317072576847154064     0.00000000000000000014
    0.98791224786373810218     0.00000000000000000007
    0.98265376995900455270     0.00000000000000000005
    0.97739529205427100322     0.00000000000000000004
    0.97213681414953745374     0.00000000000000000007
    0.96687833624480401529     0.00000000000000000296
    0.96161985834007046581     0.00000000000000000021
    0.95636138043533691633     0.00000000000000000035
    0.95110290253060347787     0.00000000000000000053
    0.94584442462586992839     0.00000000000000000055
    0.94058594672113637891     0.00000000000000000030
    0.93532746881640282943     0.00000000000000000073
    0.93006899091166927995     0.00000000000000000034
    0.92481051300693584150     0.00000000000000000066
    0.91955203510220229202     0.00000000000000000070
    0.91429355719746874254     0.00000000000000000062
    0.90903507929273530408     0.00000000000000000074
    0.90377660138800175460     0.00000000000000000095
    0.89851812348326820512     0.00000000000000000057
    0.89325964557853465564     0.00000000000000000066
    0.88800116767380121718     0.00000000000000000259
    0.88274268976906766770     0.00000000000000000095
    0.87748421186433411822     0.00000000000000000086
    0.87222573395960067977     0.00000000000000000114
    0.86696725605486713029     0.00000000000000000108
    0.86170877815013358081     0.00000000000000000087
    0.85645030024540003133     0.00000000000000000122
    0.85119182234066648185     0.00000000000000000246
    0.84593334443593304339     0.00000000000000000227
    0.84067486653119949391     0.00000000000000000055
    0.83541638862646605546     0.00000000000000000115
    0.83015791072173250598     0.00000000000000000605
    0.82489943281699895650     0.00000000000000010326
    0.81964095491226540702     0.00000000000000021073
    0.81438247700753185754     0.00000000000000000152
    0.80912399910279841908     0.00000000000000000250
    0.80386552119806486960     0.00000000000000000183
    0.79860704329333132012     0.00000000000000000124
    0.79334856538859788166     0.00000000000000005678
    0.78809008748386433219     0.00000000000000000409
    0.78283160957913078271     0.00000000000000000207
    0.77757313167439723323     0.00000000000000000087
    0.77231465376966368375     0.00000000000000000231
    0.76705617586493024529     0.00000000000000000176
    0.76179769796019669581     0.00000000000000000118
    0.75653922005546325735     0.00000000000000000123
    0.75128074215072970787     0.00000000000000000392
    0.74602226424599615839     0.00000000000000000102
    0.74076378634126260891     0.00000000000000000359
    0.73550530843652905943     0.00000000000000000086
    0.73024683053179550996     0.00000000000000000183
    0.72498835262706207150     0.00000000000000000137
    0.71972987472232852202     0.00000000000000001098
    0.71447139681759508356     0.00000000000000000099
    0.70921291891286153408     0.00000000000000000155
    0.70395444100812798460     0.00000000000000000101
    0.69869596310339443512     0.00000000000000000396
    0.69343748519866088564     0.00000000000000002680
    0.68817900729392744719     0.00000000000000000163
    0.68292052938919389771     0.00000000000000000410
    0.67766205148446034823     0.00000000000000000256
    0.67240357357972690977     0.00000000000000000396
    0.66714509567499336029     0.00000000000000000172
    0.66188661777025981081     0.00000000000000000218
    0.65662813986552626133     0.00000000000000000257
    0.65136966196079271185     0.00000000000000006511
    0.64611118405605927340     0.00000000000000000241
    0.64085270615132572392     0.00000000000000001046
    0.63559422824659228546     0.00000000000000000195
    0.63033575034185873598     0.00000000000000000145
    0.62507727243712518650     0.00000000000000012298
    0.61981879453239163702     0.00000000000000000412
    0.61456031662765808754     0.00000000000000000176
    0.60930183872292453806     0.00000000000000001678
    0.60404336081819109960     0.00000000000000000164
    0.59878488291345766115     0.00000000000000000213
    0.59352640500872411167     0.00000000000000000159
    0.58826792710399056219     0.00000000000000000219
    0.58300944919925701271     0.00000000000000000811
    0.57775097129452346323     0.00000000000000000335
    0.57249249338978991375     0.00000000000000000117
    0.56723401548505647529     0.00000000000000000718
    0.56197553758032303683     0.00000000000000000620
    0.55671705967558948736     0.00000000000000000495
    0.55145858177085593788     0.00000000000000000138
    0.54620010386612238840     0.00000000000000000140
    0.54094162596138883892     0.00000000000000003255
    0.53568314805665528944     0.00000000000000000214
    0.53042467015192173996     0.00000000000000004775
    0.52516619224718841252     0.00000000000000000390
    0.51990771434245486304     0.00000000000000004510
    0.51464923643772131356     0.00000000000000000152
    0.50939075853298776408     0.00000000000000029751
    0.50413228062825421461     0.00000000000000019692
    0.49887380272352066513     0.00000000000000000136
    0.49361532481878711565     0.00000000000000000987
    0.48835684691405367719     0.00000000000000000511
    0.48309836900932012771     0.00000000000000004128
    0.47783989110458668925     0.00000000000000000486
    0.47258141319985313977     0.00000000000000000612
    0.46732293529511959029     0.00000000000000000339
    0.46206445739038604081     0.00000000000000004000
    0.45680597948565249133     0.00000000000000000126
    0.45154750158091905288     0.00000000000000000294
    0.44628902367618550340     0.00000000000000000314
    0.44103054577145195392     0.00000000000000000156
    0.43577206786671851546     0.00000000000000000150
    0.43051358996198496598     0.00000000000000054466
    0.42525511205725141650     0.00000000000000001968
    0.41999663415251786702     0.00000000000000000173
    0.41473815624778442857     0.00000000000000001299
    0.40947967834305087909     0.00000000000000000602
    0.40422120043831732961     0.00000000000000002525
    0.39896272253358378013     0.00000000000000006631
    0.39370424462885023065     0.00000000000000000348
    0.38844576672411679219     0.00000000000000001944
    0.38318728881938324271     0.00000000000000004591
    0.37792881091464980425     0.00000000000000013415
    0.37267033300991625477     0.00000000000000001876
    0.36741185510518270529     0.00000000000000000123
    0.36215337720044915581     0.00000000000000002035
    0.35689489929571560634     0.00000000000000000582
    0.35163642139098205686     0.00000000000000001408
    0.34637794348624861840     0.00000000000000000699
    0.34111946558151517994     0.00000000000000001443
    0.33586098767678163046     0.00000000000000016003
    0.33060250977204808098     0.00000000000000001810
    0.32534403186731453150     0.00000000000000000484
    0.32008555396258098202     0.00000000000000005182
    0.31482707605784743254     0.00000000000000000397
    0.30956859815311399409     0.00000000000000002164
    0.30431012024838044461     0.00000000000000014362
    0.29905164234364700615     0.00000000000000000151
    0.29379316443891345667     0.00000000000000004000
    0.28853468653417990719     0.00000000000000003873
    0.28327620862944635771     0.00000000000000077764
    0.27801773072471280823     0.00000000000000046969
    0.27275925281997936978     0.00000000000000003475
    0.26750077491524582030     0.00000000000000000142
    0.26224229701051227082     0.00000000000000000209
    0.25698381910577883236     0.00000000000000006049
    0.25172534120104528288     0.00000000000000000902
    0.24646686329631173340     0.00000000000000005726
    0.24120838539157818392     0.00000000000000000536
    0.23594990748684474546     0.00000000000000017535
    0.23069142958211119598     0.00000000000000000464
    0.22543295167737764650     0.00000000000000000149
    0.22017447377264409702     0.00000000000000000206
    0.21491599586791054755     0.00000000000000000205
