     phi        K
    0.52876110196153092158     0.00000000000000015934
    0.52956116800234331876     0.00000000714080769894
    0.53035852195488164540     0.00000004026372614048
    0.53115317758609170706     0.00000011044319589679
    0.53194514856989894014     0.00000022656502309006
    0.53273444848799345053     0.00000039265781183132
    0.53352109083060628159     0.00000062362516074874
    0.53430508899727757743     0.00000092096907536999
    0.53508645629761775186     0.00000127387245488708
    0.53586520595206055262     0.00000171026700467999
    0.53664135109260890921     0.00000220980550343444
    0.53741490476357289818     0.00000279316527539382
    0.53818587992230026984     0.00000346188597176773
    0.53895428943990042470     0.00000419075566589780
    0.53972014610196050732     0.00000502676082301618
    0.54048346260925406170     0.00000597589479784269
    0.54124425157844391343     0.00000707679077473175
    0.54200252554277716932     0.00000816980093759416
    0.54275829695277255649     0.00000941435615835632
    0.54351157817690309848     0.00001070456733047541
    0.54426238150227002066     0.00001212143607433458
    0.54501071913527132651     0.00001364292335359611
    0.54516223546803177502     0.00001398176700309638
    0.54575660320226260236     0.00001528451017008594
    0.54650004575021315922     0.00001705795088544059
    0.54724105874735318178     0.00001892003831768858
    0.54797965408381754671     0.00002089059555869562
    0.54871584357228042617     0.00002302922117931276
    0.54944963894858567244     0.00002524228787052275
    0.55018105187237043019     0.00002761231777912243
    0.55091009392768264252     0.00003005501905074621
    0.55163677662359256182     0.00003259997513443346
    0.55236111139479837639     0.00003531055466407410
    0.55308310960222617503     0.00003814444051342404
    0.55380278253362358321     0.00004109844946322078
    0.55452014140414829235     0.00004417912529524031
    0.55523519735695048283     0.00004741130685712326
    0.55594796146375025092     0.00005070893740694072
    0.55665844472540826349     0.00005419846832070698
    0.55736665807249230475     0.00005779103174635247
    0.55807261236583760589     0.00006153084624107156
    0.55877631839710217854     0.00006527564110905646
    0.55947778688931670832     0.00006927963421858314
    0.56017702849742889715     0.00007348266117554200
    0.56087405380884347572     0.00007781651038385083
    0.56099253922890290891     0.00007830901328508786
    0.56156887334395588773     0.00008194061701304706
    0.56226149755668275443     0.00008652423087298128
    0.56295193683498445658     0.00009122237749055584
    0.56364020150138616216     0.00009593976176711204
    0.56432630181349086040     0.00010101100033804441
    0.56501024796449006438     0.00010607517794262575
    0.57627188056601996724     0.00021431747683523737
    0.59101943533330048020     0.00043932419793639568
    0.60525371198275279561     0.00075677085322472246
    0.61899257479292335571     0.00119518640303545223
    0.63225326628889422231     0.00175813422946154434
    0.64505242888196834272     0.00242769739533433594
    0.65740612575620172020     0.00328619350922019614
    0.66932986102799407746     0.00428870689726105342
    0.68083859920403977384     0.00545987537333601693
    0.69194678396205833160     0.00677505124985838033
    0.70266835627787505025     0.00835367403115867477
    0.71301677192160184404     0.01010792301688520287
    0.72300501834487596042     0.01212676788816268239
    0.73264563098034984900     0.01440380704746800286
    0.74195070897388926134     0.01705283384044391226
    0.75093193036922412098     0.01995299528509114628
    0.75960056676410714349     0.02324270261668348603
    0.76796749745637593598     0.02679589578196448635
    0.77604322309767215238     0.03083625400365444871
    0.78383787887195177646     0.03533902425799930608
    0.79136124721532663528     0.04026522779710623584
    0.79862277009320237209     0.04583091829326708250
    0.80563156085011700114     0.05188831082983742793
    0.81239641564715703304     0.05863565642886909429
    0.81892582450130024796     0.06604298482328252451
    0.82522798194054314269     0.07421072052243173067
    0.83131079728818391139     0.08334906185743282125
    0.83718190458916863506     0.09316906282956018137
    0.84284867219095782609     0.10409168941649751816
    0.84831821199093748742     0.11601600288922857274
    0.85359738836198117973     0.12919589301752551491
    0.85869282676736413684     0.14338684816848795700
    0.86361092207584078118     0.15922653284234700166
    0.86835784658732295682     0.17632020197635112080
    0.87293955777922960237     0.19497850145945058720
    0.87736180578322975343     0.21547215365833360945
    0.88163014060176436715     0.23770774186329773903
    0.88574991907339994945     0.26206695470046781349
    0.88972631159576076598     0.28864582192116716719
    0.89356430861447155856     0.31754483322866922101
    0.89726872688625913810     0.34872819302636942629
    0.90084421552407045741     0.38295477411209860596
    0.90429526183179431698     0.41999404414704633037
    0.90762619693591062298     0.46010437382129631967
    0.91084120122113343410     0.50374792761209774561
    0.91394430957687033956     0.55118731271146426121
    0.91693941646108312327     0.60255636533356238260
    0.91983028078790374238     0.65845391080682846852
    0.92262053064514049083     0.71864586208766723097
    0.92531366784759538913     0.78387944576720391954
    0.92791307233190523096     0.85493931949756241107
    0.93042200639842487231     0.93119662330051444776
    0.93284361880547361778     1.01408869492959063940
    0.93518094872108459281     1.10376152317508902101
    0.93743692953721713401     1.20045461348478665897
    0.93961439255121670389     1.30530807253848846194
    0.94171607051914585362     1.41849251803823950269
    0.94374460108544244719     1.54066269903331098945
    0.94570253009321247895     1.67288500171354193036
    0.94759231477930971899     1.81543189899192358716
    0.94941632685821297777     1.96898996499255551917
    0.95117685549857133864     2.13660966798915064047
    0.95287611019615314767     2.31442688543160945969
    0.95451622354680321081     2.50791298998521261510
    0.95609925392289030199     2.71643275572806963680
    0.95762718805660196342     2.94121795303320521242
    0.95910194353333000361     3.18421242202680687683
    0.96052537119827530177     3.44490785012287981104
    0.96189925747929239108     3.72739201470057013310
    0.96322532662888937782     4.03069383436113337638
    0.96450524288819683427     4.35776472455266894457
    0.96574061257562016092     4.71054341490952577232
    0.96693298610279942995     5.08895074609620046147
    0.96808385992040402179     5.49882200942627807905
    0.96919467839620587757     5.93858456279324453675
    0.97026683562778748282     6.41255964335069172932
    0.97130167719216020661     6.92330711657746711296
    0.97230050183448757384     7.47400453743143700081
    0.97326456309803499600     8.06429804313720310915
    0.97419507089738888173     8.70064276220829491137
    0.97509319303692243430     9.38600161136898236691
    0.97596005667641072545    10.12400544401388025051
    0.97679674974563757139    10.92043714994360392723
    0.97760432230976723744    11.77334239398960846756
    0.97838378788719515544    12.69304120169143601515
    0.97913612472153266353    13.67738822779295482235
    0.97986227700932027052    14.73950001831994072177
    0.98056315608501165570    15.88254766949608587367
    0.98123964156471576992    17.11500669716673783682
    0.98189258245013000259    18.43384446900853035345
    0.98252279819405430317    19.85546184215381160243
    0.98313107972881841334    21.38823090712800834012
    0.98371819045891684130    23.02782609322077078673
    0.98428486721909580481    24.79926803917058109050
    0.98483182119909373764    26.69382663711289893627
    0.98535973883619809577    28.73588417271126260744
    0.98586928267673645809    30.93735948047256556492
    0.98636109220758405591    33.29716228876192474218
    0.98683578465873234009    35.83863355614303713992
    0.98729395577792300465    38.56050549503038382682
    0.98773618057832301975    41.48154140089281582959
    0.98816301406017648112    44.64557382385599737518
    0.98857499190733999495    48.12518959255129402663
    0.98897263115957612101    51.64935038960347668535
    0.98935643086144720026    55.56809665805401721173
    0.98972687268862591381    59.77510405992546083098
    0.99008442155240705684    64.27847138370397317431
    0.99042952618317947611    69.13616859815746806817
    0.99076261969359102899    74.34536053591182280798
    0.99108412012211333231    79.93004769691592059644
    0.99139443095768708947    85.92298041515225293097
    0.99169394164610835674    92.38014273983114321709
    0.99198302807879035203    99.31642770345077053662
    0.99226205306451409349   106.80698791100718381131
    0.99253136678475950561   114.77285425609035485195
    0.99279130723319053420   123.39742283076148510190
    0.99304220063984249833   132.60625522503733009216
    0.99328436188054736178   142.52716318936316497457
    0.99351809487210840377   153.18321454469463560599
    0.99374369295372166899   164.62226891114406157612
    0.99396143925512170370   176.93345311381335704937
    0.99417160705191454095   190.13296036650697828918
    0.99434513322353834663   202.16751992703126461493
    0.99550817965585225444   322.61644059676223150745
    0.99643202027533450682   515.44948430301042208157
    0.99716585296377446834   817.08897189898971191724
    0.99774875698776588351  1298.93511056940405978821
    0.99821177411215666897  2063.67751378635557557573
    0.99857956168722117329  3282.40641255140963039594
    0.99887170574247563515  5202.85873590950450306991
    0.99910376401417111403  8255.75520020110707264394
    0.99928809445148014667 13102.01043436194231617264
    0.99943451332235389017 20774.19655642528596217744
