     phi        K
    0.84292036732051034420     0.04547916044090891119
    0.85170726432593002464     0.04565575045263782494
    0.86000263001270071950     0.04593177072303766817
    0.86783396021206560267     0.04622866936932119170
    0.87522721266256242600     0.04654639344991875344
    0.88220689304958155308     0.04691422462180761671
    0.88879613623194642091     0.04727853938909364756
    0.89501678292475095322     0.04768135037746452920
    0.90088945209262505376     0.04812379347816578279
    0.90643360929338556709     0.04863832516723821942
    0.91166763119860250164     0.04912692742215063468
    0.91660886650494133310     0.04970580574661852963
    0.92127369343817855363     0.05031150889826413453
    0.92567757404049255676     0.05098018660653690082
    0.92983510542097169704     0.05176209240046621141
    0.93376006813921319516     0.05261091399228190468
    0.93746547188238571469     0.05357564779851301667
    0.94096359858715838964     0.05466547434823974816
    0.94426604314942519380     0.05596816225581850018
    0.94738375185676448886     0.05735324862923219663
    0.95032705867101952002     0.05902133879792238746
    0.95310571948126343589     0.06084106461821976730
    0.95572894444068368092     0.06292753155686992006
    0.95820542849456902257     0.06527954756482326482
    0.96054338020058815939     0.06788551629311684321
    0.96275054893688671864     0.07078734382385558355
    0.96483425058818761411     0.07398615324767790491
    0.96680139179503321589     0.07754804970074540005
    0.96865849284654603757     0.08146013920336890590
    0.97041170929258868671     0.08569246289028605024
    0.97206685234695866527     0.09030158240068335285
    0.97362940814924570088     0.09527267509566318682
    0.97510455594919842603     0.10063298535889249330
    0.97649718527387308065     0.10639762139186639822
    0.97781191213446694288     0.11251708373780794359
    0.97905309432655585056     0.11909301267907765332
    0.98022484587444969062     0.12605511964424787053
    0.98133105066754378054     0.13346998182668362576
    0.98237537533386387612     0.14137108184662550148
    0.98336128139347700472     0.14972255348907889672
    0.98429203673205101222     0.15858297502437998516
    0.98517072643259295806     0.16798203806973038832
    0.98600026300127008305     0.17789828835070148338
    0.98678339602120657137     0.18843604286026194305
    0.98752272126625628701     0.19960179299270777720
    0.98822068930495809980     0.21146405003143725621
    0.98887961362319465319     0.22395649504554238085
    0.98950167829247503981     0.23723335150058430520
    0.99008894520926249427     0.25132826199893426589
    0.99064336092933857891     0.26617315078161962738
    0.99116676311986029457     0.28194938556162241206
    0.99166088665049412221     0.29865491344095373982
    0.99212736934381784426     0.31635347242683142799
    0.99256775740404923347     0.33510823927427924041
    0.99298351054209721411     0.35495516520344916334
    0.99337600681392135282     0.37607290325493553107
    0.99374654718823862698     0.39826181257651838141
    0.99409635985871580566     0.42186173764000117758
    0.99442660431494256379     0.44697028751825840232
    0.99473837518567642668     0.47345295201732984225
    0.99503270586710190759     0.50139117486953210800
    0.99531057194812633249     0.53108111523034728929
    0.99557289444406837919     0.56256709529239412593
    0.99582054284945686895     0.59591658034093075713
    0.99605433802005882704     0.63121786709800442594
    0.99627505489368861635     0.66862164391914713502
    0.99648342505881881692     0.70826790438378772752
    0.99668013917950337710     0.75020487418931769419
    0.99686584928465460376     0.79465647617444190587
    0.99704117092925892418     0.84174264841046597674
    0.99720668523469591094     0.89162164665466758784
    0.99736294081492460339     0.94445618435895395404
    0.99751045559491979819     1.00043437368917342845
    0.99764971852738726366     1.05969790344564973594
    0.99778119121344666098     1.12249487226231270398
    0.99790530943265554065     1.18900160069039895205
    0.99802248458744502457     1.25945794588390014290
    0.99813310506675434475     1.33411634812158563790
    0.99823753753338639871     1.41313957346820862071
    0.99833612813934768937     1.49688951342339060524
    0.99842920367320509012     1.58558050131472572097
    0.99851707264325928470     1.67955846832120836432
    0.99860002630012700831     1.77903411122018395574
    0.99867833960212060163     1.88444476733041299532
    0.99875227212662565091     1.99610668289860448965
    0.99882206893049585439     2.11437726308651763318
    0.99888796136231949863     2.23964899818436258272
    0.99895016782924750398     2.37238119590376639323
    0.99900889452092622722     2.51297247434356174622
    0.99906433609293388010     2.66183111457641796704
    0.99911667631198597395     2.81950714147318359792
    0.99916608866504941222     2.98659220535732883306
    0.99921273693438183994     3.16361570860307761421
    0.99925677574040494555     3.35099272559227534529
    0.99929835105420972141     3.54956177277749107546
    0.99933760068139210198     3.76064952034193122898
    0.99937168146928201384     3.96919796594694007652
    0.99949035146817821751     4.89842121174960443142
    0.99958660836297263952     6.01370176731277350513
    0.99966468529801644216     7.44737216788593325845
    0.99972801590720405951     9.14239357602055058294
    0.99977938531684884538    11.32466145269543034146
    0.99982105262877118967    13.90521291918976665158
    0.99985485027010756465    17.09109585205755976745
    0.99988226457900342137    20.92271792478048908492
    0.99990450117015372555    26.57397704917499581256
    0.99992253795480734446    31.87519462351007248913
    0.99993716814692823469    39.53939199253537140066
