       R        K
    0.12732395447351621542     0.03766623353322819112
    0.12806930656456919082     0.03744136392286195880
    0.12881465865562213846     0.03723921285206584914
    0.12956001074667511386     0.03706613998048111785
    0.13030536283772808925     0.03690318962133348063
    0.13105071492878106465     0.03673023833511144393
    0.13179606701983401229     0.03655951293950777253
    0.13254141911088698769     0.03639825357881278783
    0.13328677120193996308     0.03623941775184158498
    0.13403212329299291072     0.03607736066864913882
    0.13477747538404588612     0.03591427650757514356
    0.13552282747509886152     0.03575003752508085220
    0.13626817956615183691     0.03558579400107560881
    0.13701353165720478455     0.03542340307688055662
    0.13775888374825775995     0.03526307723341793460
    0.13850423583931073535     0.03510867668607466074
    0.13924958793036368299     0.03495844129713121529
    0.13999494002141665838     0.03480196403813731049
    0.14074029211246963378     0.03463993911527551289
    0.14148564420352260917     0.03448327831123695203
    0.14223099629457555682     0.03433417166145411037
    0.14297634838562853221     0.03418402709721869021
    0.14372170047668150761     0.03402887729904623820
    0.14446705256773448300     0.03387508388093213307
    0.14521240465878743064     0.03372810129395213685
    0.14595775674984040604     0.03358325078269273206
    0.14670310884089338144     0.03343352113802088715
    0.14744846093194635683     0.03328141302352111836
    0.14819381302299930447     0.03313541495104717349
    0.14893916511405227987     0.03299674263676313779
    0.14968451720510522751     0.03285588974038544663
    0.15042986929615820291     0.03270799811555267361
    0.15117522138721117830     0.03256038840776741272
    0.15192057347826415370     0.03242031128239056259
    0.15266592556931712910     0.03228398384788333519
    0.15341127766037007674     0.03214314440745931478
    0.15415662975142305213     0.03199728864588696070
    0.15490198184247602753     0.03185515975107292008
    0.15564733393352897517     0.03172243214682691353
    0.15639268602458195057     0.03159186536362952602
    0.15713803811563492596     0.03145473581978611155
    0.15788339020668790136     0.03131371364819095920
    0.15862874229774084900     0.03117698231624961569
    0.15937409438879382440     0.03104736571434960762
    0.16011944647984679979     0.03091887254812433067
    0.16086479857089974743     0.03078611379093536965
    0.16161015066195272283     0.03065166817370904018
    0.16235550275300569822     0.03052085513766982991
    0.16310085484405867362     0.03039475784988063603
    0.16384620693511162126     0.03027046822161027009
