       R        K
    0.06366197723675810771     0.00000000000000000091
    0.06453465328228459585     0.00000026442613433621
    0.06540732932781107012     0.00000155514243934812
    0.06628000537333755826     0.00000427479452554340
    0.06715268141886404640     0.00000871886439871116
    0.06802535746439052067     0.00001511554091261718
    0.06889803350991700881     0.00002368471532648713
    0.06977070955544349695     0.00003449037968900568
    0.07064338560096997122     0.00004796656265957778
    0.07151606164649645936     0.00006383439817606346
    0.07238873769202294750     0.00008300725275829391
    0.07326141373754943564     0.00010483114034246844
    0.07413408978307590991     0.00012934342395810747
    0.07500676582860239805     0.00015755837187851580
    0.07587944187412888619     0.00018779850093958813
    0.07675211791965536046     0.00022160917888897630
    0.07762479396518184860     0.00025846126940444692
    0.07849747001070833674     0.00029904428461626398
    0.07937014605623482488     0.00034288776940371679
    0.08024282210176129915     0.00039083242275782552
    0.08111549814728778729     0.00044145517781350475
    0.08198817419281426155     0.00049733238003531579
    0.08286085023834074970     0.00055634329170575303
    0.08373352628386723784     0.00061978442831883652
    0.08460620232939372598     0.00068527066247031502
    0.08547887837492020024     0.00075536188231262798
    0.08635155442044668839     0.00083145817850681196
    0.08722423046597316265     0.00091155553818347878
    0.08809690651149965079     0.00099474082271449010
    0.08896958255702613894     0.00108375808284825971
    0.08984225860255262708     0.00117349509812375401
    0.09071493464807911522     0.00127690234909666423
    0.09158761069360558948     0.00138067748633451289
    0.09246028673913206375     0.00148495029933241288
    0.09333296278465855189     0.00159290784002617336
    0.09420563883018504003     0.00170508815435001519
    0.09507831487571152818     0.00181082108252999434
    0.09595099092123801632     0.00194215240282279091
    0.09682366696676450446     0.00207399788698096150
    0.09769634301229097872     0.00219888876311354889
    0.09856901905781745299     0.00232720042268539772
    0.09944169510334394113     0.00247210332720625842
    0.10031437114887042927     0.00261278891679555224
    0.10118704719439691742     0.00275778624709026830
    0.10205972323992340556     0.00291848767095350282
    0.10293239928544987982     0.00308021188719799456
    0.10380507533097635409     0.00324472324423981254
    0.10467775137650284223     0.00340945448335005152
    0.10555042742202933037     0.00357188353779065411
    0.10642310346755581851     0.00374652252783199899
    0.10729577951308230666     0.00392928298039711514
    0.10816845555860878092     0.00411802949028649938
    0.10904113160413526906     0.00430886096863093530
    0.10991380764966174333     0.00451365612195820179
    0.11078648369518823147     0.00472407949500273320
    0.11165915974071471961     0.00492256315131533919
    0.11253183578624120775     0.00513224703149440381
    0.11340451183176769590     0.00535336824056980611
    0.11427718787729417016     0.00558614982964794875
    0.11514986392282064442     0.00581313031523989984
    0.11602253996834713257     0.00604281280761077930
    0.11689521601387362071     0.00628642802474067060
    0.11776789205940010885     0.00653102034228292185
    0.11864056810492659699     0.00677933369518374761
    0.11951324415045307126     0.00703512306491971880
    0.12038592019597954552     0.00731438246765025394
    0.12125859624150603366     0.00760821790207107714
    0.12213127228703252181     0.00785654707203825749
    0.12300394833255900995     0.00812418994876101634
    0.12387662437808549809     0.00844207074916631175
    0.12474930042361197235     0.00872634734982428127
    0.12562197646913844662     0.00900303674923780273
    0.12649465251466496252     0.00931608711471590412
    0.12736732856019142290     0.00963707095082812042
    0.12824000460571791105     0.00995970323115469465
    0.12911268065124437143     0.01027995457648075983
    0.12998535669677088733     0.01059859160342116642
    0.13085803274229734772     0.01091015540896551721
    0.13173070878782383586     0.01124208829298215667
    0.13260338483335032400     0.01161391168263978431
    0.13347606087887681214     0.01197809525765993789
    0.13434873692440330029     0.01233410898614307680
    0.13522141296992978843     0.01269960127555758156
    0.13609408901545627657     0.01306566131755360419
    0.13696676506098276471     0.01340816188362269762
    0.13783944110650922510     0.01377290078780376605
    0.13871211715203571324     0.01420788411094245363
    0.13958479319756220138     0.01461531634789636595
    0.14045746924308868953     0.01496997993815204694
    0.14133014528861517767     0.01535895550996106348
    0.14220282133414163805     0.01578824636004069748
    0.14307549737966812620     0.01625430032710058550
    0.14394817342519461434     0.01674437755810658998
    0.14482084947072110248     0.01717440950097106830
    0.14569352551624759062     0.01757668732018373425
    0.14656620156177407877     0.01799525471282920758
    0.14743887760730056691     0.01843352127355659537
    0.14831155365282702729     0.01892921715448690409
    0.14918422969835351544     0.01944706381011763324
    0.15005690574388003133     0.01994243267133459854
    0.15092958178940649172     0.02042473817872693387
    0.15180225783493297986     0.02088065510007775308
    0.15267493388045944025     0.02133664739518732756
    0.15354760992598592839     0.02182399371516531225
    0.15442028597151241653     0.02233123705710189297
    0.15529296201703890468     0.02285191768396253875
    0.15616563806256539282     0.02339540463872703466
    0.15703831410809188096     0.02398416872237677314
    0.15791099015361836910     0.02459390803243092713
    0.15878366619914485725     0.02517803283312958565
    0.15965634224467134539     0.02575197755420956594
    0.16052901829019783353     0.02632479604759188282
    0.16140169433572429392     0.02689803855179500464
    0.16227437038125078206     0.02749259084412891338
    0.16314704642677727020     0.02810608259245198082
    0.16401972247230373059     0.02871011517994900494
    0.16489239851783021873     0.02930388556668010736
    0.16576507456335670687     0.02989567570863677429
    0.16663775060888319501     0.03047737926531152164
