 phi_min  K11_min
    0.00001000000000000000     0.00000000000000000000
    0.00336429530201342274     0.08180064383954890883
    0.00671859060402684501     0.08040673861895585028
    0.01007288590604026729     0.07899784649534150049
    0.01342718120805369043     0.07754728620473165523
    0.01678147651006711358     0.07584557246171580447
    0.02013577181208053499     0.07460362918149057720
    0.02349006711409395987     0.07319352847293882081
    0.02684436241610738128     0.07171658042131459632
    0.03019865771812080268     0.07039429642858500979
    0.03355295302013423103     0.06897387428196863346
    0.03690724832214765244     0.06765899349804903318
    0.04026154362416107385     0.06636228926216432289
    0.04361583892617449526     0.06503252456638912438
    0.04697013422818792361     0.06367396085391534288
    0.05032442953020134502     0.06239981461296096460
    0.05367872483221476643     0.06112203038753073053
    0.05703302013422818784     0.05991940103086033920
    0.06038731543624160925     0.05870870030697740438
    0.06374161073825503065     0.05753377863808253195
    0.06709590604026845206     0.05632858326914783054
    0.07045020134228187347     0.05508984982860709589
    0.07380449664429529488     0.05400789326199564866
    0.07715879194630871629     0.05279022778126463145
    0.08051308724832213770     0.05173128761284794680
    0.08386738255033555911     0.05060273420342616124
    0.08722167785234898052     0.04953775494518489891
    0.09057597315436241581     0.04844944827011706673
    0.09393026845637583722     0.04719405587484424430
    0.09728456375838925863     0.04616027259171862074
    0.10063885906040268003     0.04519612298976525416
    0.10399315436241610144     0.04422613599464410988
    0.10734744966442952285     0.04323949999099403058
    0.11070174496644294426     0.04228117606800622236
    0.11405604026845636567     0.04127061083440383693
    0.11741033557046978708     0.04033654897282436258
    0.12076463087248320849     0.03938838452061715900
    0.12411892617449662990     0.03836026291411378381
    0.12747322147651007906     0.03749951116262681405
    0.13082751677852350047     0.03658259532383061757
    0.13418181208053692188     0.03585573798879729268
    0.13753610738255034329     0.03491722497018497073
    0.14089040268456376470     0.03399628058325233210
    0.14424469798657718611     0.03322833980440356022
    0.14759899328859060752     0.03240067928011531456
    0.15095328859060402893     0.03160340357320218230
    0.15430758389261745034     0.03087324432016743184
    0.15766187919463087175     0.03004246052575345119
    0.16101617449664429316     0.02924707023650776824
    0.16437046979865771457     0.02851655588353514334
    0.16772476510067113598     0.02781649517959246254
    0.17107906040268455738     0.02704748559867248617
    0.17443335570469797879     0.02633885949874078050
    0.17778765100671140020     0.02563037304013683626
    0.18114194630872484937     0.02494503155566697716
    0.18449624161073827078     0.02427498755210110229
    0.18785053691275169219     0.02364278444794413667
    0.19120483221476511360     0.02296409060221225179
    0.19455912751677853501     0.02233800093418671084
    0.19791342281879195641     0.02169240072678007072
    0.20126771812080537782     0.02108806336023635875
    0.20462201342281879923     0.02052999818141992838
    0.20797630872483222064     0.01990500933544353188
    0.21133060402684564205     0.01935322460377077169
    0.21468489932885906346     0.01874801510736338883
    0.21803919463087248487     0.01818854077897626501
    0.22139348993288590628     0.01764078325793900365
    0.22474778523489932769     0.01711222588001522563
    0.22810208053691274910     0.01659902883434611828
    0.23145637583892617051     0.01609486002853585326
    0.23481067114093959192     0.01558334699513422815
    0.23816496644295301333     0.01509569377702253343
    0.24151926174496643474     0.01461160024207179553
    0.24487355704697985614     0.01414124467628425502
    0.24822785234899327755     0.01367983010743402048
    0.25158214765100672672     0.01324142738620198538
    0.25493644295302014813     0.01279657234688805212
    0.25829073825503356954     0.01236563796929504751
    0.26164503355704699095     0.01194356309697050880
    0.26499932885906041236     0.01153554521454777659
    0.26835362416107383376     0.01113634874166367916
    0.27170791946308725517     0.01074462901543243518
    0.27506221476510067658     0.01035806262881483128
    0.27841651006711409799     0.00998637606455135378
    0.28177080536912751940     0.00962703036926128471
    0.28512510067114094081     0.00926689594808295485
    0.28847939597315436222     0.00891660253632752496
    0.29183369127516778363     0.00857730023831766719
    0.29518798657718120504     0.00825430802935795196
    0.29854228187919462645     0.00793058544358711884
    0.30189657718120804786     0.00761790707337142627
    0.30525087248322146927     0.00730525941255884877
    0.30860516778523489068     0.00700991916084833713
