       R        K
    0.22281692032865349495     0.01741537644142638827
    0.22337128648799620123     0.01734333136879796441
    0.22392565264733887975     0.01727124254248263435
    0.22448001880668158603     0.01719907092069916307
    0.22503438496602426455     0.01712677823333197749
    0.22558875112536697083     0.01705432559128966519
    0.22614311728470964935     0.01698171810290225250
    0.22669748344405235563     0.01690909330605058422
    0.22725184960339503415     0.01683660460335179715
    0.22780621576273774043     0.01676440241584603932
    0.22836058192208041895     0.01669261279210604298
    0.22891494808142312523     0.01662119508520022021
    0.22946931424076580375     0.01655005017008744084
    0.23002368040010851002     0.01647908234648906914
    0.23057804655945118855     0.01640819773368710002
    0.23113241271879389482     0.01633727846205615744
    0.23168677887813657335     0.01626638571731979510
    0.23224114503747927962     0.01619575366018113569
    0.23279551119682195814     0.01612561335089431752
    0.23334987735616466442     0.01605619162323407983
    0.23390424351550734294     0.01598767159479849709
    0.23445860967485004922     0.01591987209915692730
    0.23501297583419272774     0.01585249119867078102
    0.23556734199353543402     0.01578523258558338360
    0.23612170815287814030     0.01571784775665710510
    0.23667607431222081882     0.01565145190732733504
    0.23723044047156349734     0.01558575955391695682
    0.23778480663090620362     0.01551957132075360707
    0.23833917279024890989     0.01545171007808809546
    0.23889353894959158842     0.01538106360464912975
    0.23944790510893426694     0.01530803862919460911
    0.24000227126827697322     0.01523402564359061830
    0.24055663742761967949     0.01516024362477908817
    0.24111100358696235801     0.01508788921662845839
    0.24166536974630506429     0.01501819716233740443
    0.24221973590564774281     0.01495279095740215114
    0.24277410206499044909     0.01489089227572942126
    0.24332846822433312761     0.01483106105732371130
    0.24388283438367583389     0.01477188318196839822
    0.24443720054301851241     0.01471208653556346953
    0.24499156670236121869     0.01465345765475378238
    0.24554593286170389721     0.01459601186323115397
    0.24610029902104660349     0.01453835808521769003
    0.24665466518038928201     0.01447913015709684399
    0.24720903133973198829     0.01441701585965346824
    0.24776339749907466681     0.01435350122458252040
    0.24831776365841737308     0.01429013197705303849
    0.24887212981776007936     0.01422703173678231681
    0.24942649597710275788     0.01416432191929096508
    0.24998086213644543641     0.01410212177257072486
    0.25053522829578811493     0.01404045187457015655
    0.25108959445513084896     0.01397922077867235977
    0.25164396061447352748     0.01391839842519720406
    0.25219832677381620600     0.01385795540427528678
    0.25275269293315894004     0.01379786279791635033
    0.25330705909250161856     0.01373814705856803327
    0.25386142525184429708     0.01367888519990063598
    0.25441579141118697560     0.01361998629792269579
    0.25497015757052970963     0.01356135313184186550
    0.25552452372987238816     0.01350289014591636409
    0.25607888988921506668     0.01344442795386075612
    0.25663325604855774520     0.01338547940557313805
