      Pe     Cout
    0.01000000000000000021     0.40495100000000000540
    0.01072299999999999989     0.40504299999999998638
    0.01149799999999999954     0.40514099999999997337
    0.01232800000000000042     0.40524700000000002387
    0.01321899999999999985     0.40536100000000002685
    0.01417500000000000010     0.40548200000000000909
    0.01519900000000000070     0.40561300000000000132
    0.01629799999999999999     0.40575299999999997480
    0.01747500000000000095     0.40590300000000001379
    0.01873800000000000118     0.40606399999999998052
    0.02009199999999999875     0.40623599999999998600
    0.02154400000000000065     0.40642099999999997673
    0.02310100000000000001     0.40661900000000000821
    0.02477100000000000135     0.40683099999999999818
    0.02656100000000000128     0.40705900000000000416
    0.02847999999999999837     0.40730300000000002614
    0.03053900000000000017     0.40756500000000001060
    0.03274500000000000327     0.40784500000000001307
    0.03511199999999999738     0.40814600000000000879
    0.03764900000000000191     0.40846799999999999775
    0.04037000000000000310     0.40881400000000001071
    0.04328800000000000009     0.40918399999999999217
    0.04641599999999999893     0.40958099999999997287
    0.04977000000000000174     0.41000599999999998158
    0.05336699999999999777     0.41046199999999999353
    0.05722399999999999709     0.41094999999999998197
    0.06135899999999999688     0.41147400000000000642
    0.06579300000000000426     0.41203499999999998460
    0.07054799999999999960     0.41263600000000000279
    0.07564600000000000490     0.41327999999999998071
    0.08111300000000000454     0.41397000000000000464
    0.08697499999999999676     0.41471000000000002306
    0.09325999999999999568     0.41550199999999998246
    0.10000000000000000555     0.41635100000000002662
    0.10722700000000000287     0.41726000000000001977
    0.11497599999999999487     0.41823300000000002141
    0.12328500000000000569     0.41927599999999998204
    0.13219400000000000595     0.42039199999999998791
    0.14174700000000001188     0.42158800000000001829
    0.15199099999999998722     0.42286800000000002164
    0.16297500000000000875     0.42423800000000000399
    0.17475299999999999168     0.42570500000000000007
    0.18738199999999999301     0.42727399999999998714
    0.20092299999999999049     0.42895299999999997320
    0.21544299999999999562     0.43075000000000002176
    0.23101299999999999613     0.43267099999999997229
    0.24770800000000001151     0.43472600000000000131
    0.26560899999999998400     0.43692300000000000582
    0.28480400000000000160     0.43926999999999999380
    0.30538599999999999079     0.44177899999999997727
    0.32745499999999999607     0.44445800000000001972
    0.35111900000000001443     0.44731999999999999540
    0.37649399999999999533     0.45037300000000002331
    0.40370200000000000529     0.45363199999999997969
    0.43287599999999998301     0.45710600000000001231
    0.46415899999999998826     0.46080999999999999739
    0.49770199999999997775     0.46475499999999997369
    0.53366999999999997772     0.46895599999999998397
    0.57223699999999999566     0.47342400000000001148
    0.61359099999999999753     0.47817500000000001670
    0.65793299999999999006     0.48322100000000001163
    0.70547999999999999599     0.48857699999999998353
    0.75646299999999999653     0.49425499999999999989
    0.81113100000000004641     0.50026800000000004598
    0.86974899999999999434     0.50662899999999999601
    0.93260299999999995979     0.51334900000000005527
    1.00000000000000000000     0.52043799999999995620
    1.07226700000000008117     0.52790400000000003988
    1.14975699999999991796     0.53575499999999998124
    1.23284700000000002618     0.54399500000000000632
    1.32194100000000003270     0.55262500000000003286
    1.41747399999999990072     0.56164499999999994984
    1.51991100000000001202     0.57105099999999997529
    1.62975099999999994971     0.58083399999999996144
    1.74752799999999997027     0.59098200000000000731
    1.87381700000000006590     0.60147899999999998588
    2.00923300000000004673     0.61230399999999995941
    2.15443499999999987793     0.62343099999999995742
    2.31013000000000001677     0.63483000000000000540
    2.47707599999999983353     0.64646800000000004260
    2.65608800000000000452     0.65830500000000002903
    2.84803600000000001202     0.67030100000000003568
    3.05385600000000012599     0.68241099999999998982
    3.27454899999999993199     0.69458900000000001196
    3.51119199999999986872     0.70678700000000005410
    3.76493600000000006034     0.71895600000000003948
    4.03701699999999963353     0.73104999999999997762
    4.32876100000000008095     0.74302299999999998903
    4.64158899999999974284     0.75483100000000002971
    4.97702400000000011460     0.76643399999999994865
    5.33669900000000030360     0.77779600000000004290
    5.72236800000000034316     0.78888400000000002965
    6.13590699999999955594     0.79966999999999999194
    6.57933199999999995811     0.81013000000000001677
    7.05480199999999957328     0.82024399999999997313
    7.56463299999999971845     0.82999900000000004230
    8.11130799999999929639     0.83938199999999996148
    8.69749000000000016541     0.84838800000000003099
    9.32603300000000068337     0.85701199999999999601
   10.00000000000000000000     0.86525399999999996759
