      Pe     Cout
    0.01000000000000000021     0.48098499999999999588
    0.01072299999999999989     0.48110000000000002762
    0.01149799999999999954     0.48122300000000001186
    0.01232800000000000042     0.48135600000000000609
    0.01321899999999999985     0.48149700000000000832
    0.01417500000000000010     0.48164899999999999380
    0.01519900000000000070     0.48181200000000001804
    0.01629799999999999999     0.48198699999999999877
    0.01747500000000000095     0.48217399999999999149
    0.01873800000000000118     0.48237400000000002498
    0.02009199999999999875     0.48258899999999999020
    0.02154400000000000065     0.48282000000000002693
    0.02310100000000000001     0.48306700000000002415
    0.02477100000000000135     0.48333100000000001062
    0.02656100000000000128     0.48361500000000001709
    0.02847999999999999837     0.48391899999999998805
    0.03053900000000000017     0.48424499999999998101
    0.03274500000000000327     0.48459400000000002473
    0.03511199999999999738     0.48496800000000001019
    0.03764900000000000191     0.48536899999999999489
    0.04037000000000000310     0.48579899999999998084
    0.04328800000000000009     0.48625899999999999679
    0.04641599999999999893     0.48675200000000001799
    0.04977000000000000174     0.48727999999999999092
    0.05336699999999999777     0.48784600000000000186
    0.05722399999999999709     0.48845300000000002605
    0.06135899999999999688     0.48910199999999998122
    0.06579300000000000426     0.48979699999999998239
    0.07054799999999999960     0.49054199999999997805
    0.07564600000000000490     0.49133900000000002573
    0.08111300000000000454     0.49219299999999999162
    0.08697499999999999676     0.49310700000000001753
    0.09325999999999999568     0.49408499999999999641
    0.10000000000000000555     0.49513200000000001655
    0.10722700000000000287     0.49625299999999999967
    0.11497599999999999487     0.49745200000000000529
    0.12328500000000000569     0.49873400000000001064
    0.13219400000000000595     0.50010600000000005050
    0.14174700000000001188     0.50157300000000004658
    0.15199099999999998722     0.50314099999999994939
    0.16297500000000000875     0.50481699999999996020
    0.17475299999999999168     0.50660799999999994725
    0.18738199999999999301     0.50852200000000002955
    0.20092299999999999049     0.51056500000000004658
    0.21544299999999999562     0.51274699999999995281
    0.23101299999999999613     0.51507499999999994955
    0.24770800000000001151     0.51755899999999999128
    0.26560899999999998400     0.52020800000000000374
    0.28480400000000000160     0.52303200000000005243
    0.30538599999999999079     0.52603999999999995207
    0.32745499999999999607     0.52924300000000001898
    0.35111900000000001443     0.53265200000000001435
    0.37649399999999999533     0.53627700000000000369
    0.40370200000000000529     0.54012999999999999901
    0.43287599999999998301     0.54422099999999995479
    0.46415899999999998826     0.54856099999999996530
    0.49770199999999997775     0.55316299999999996029
    0.53366999999999997772     0.55803599999999997650
    0.57223699999999999566     0.56319200000000002593
    0.61359099999999999753     0.56863900000000000556
    0.65793299999999999006     0.57438800000000000967
    0.70547999999999999599     0.58044700000000004625
    0.75646299999999999653     0.58682299999999998352
    0.81113100000000004641     0.59352099999999996527
    0.86974899999999999434     0.60054499999999999549
    0.93260299999999995979     0.60789800000000004943
    1.00000000000000000000     0.61558000000000001606
    1.07226700000000008117     0.62358700000000000241
    1.14975699999999991796     0.63191299999999994697
    1.23284700000000002618     0.64055099999999998150
    1.32194100000000003270     0.64948700000000003651
    1.41747399999999990072     0.65870600000000001373
    1.51991100000000001202     0.66818800000000000416
    1.62975099999999994971     0.67791000000000001258
    1.74752799999999997027     0.68784599999999995745
    1.87381700000000006590     0.69796599999999997532
    2.00923300000000004673     0.70823700000000000543
    2.15443499999999987793     0.71862199999999998301
    2.31013000000000001677     0.72908499999999998309
    2.47707599999999983353     0.73958599999999996566
    2.65608800000000000452     0.75008600000000003050
    2.84803600000000001202     0.76054399999999999782
    3.05385600000000012599     0.77092099999999996740
    3.27454899999999993199     0.78117899999999995675
    3.51119199999999986872     0.79128299999999995862
    3.76493600000000006034     0.80120000000000002327
    4.03701699999999963353     0.81089999999999995417
    4.32876100000000008095     0.82035800000000003163
    4.64158899999999974284     0.82954899999999998084
    4.97702400000000011460     0.83845599999999997909
    5.33669900000000030360     0.84706300000000001038
    5.72236800000000034316     0.85535899999999998045
    6.13590699999999955594     0.86333599999999999230
    6.57933199999999995811     0.87098799999999998445
    7.05480199999999957328     0.87831400000000003914
    7.56463299999999971845     0.88531300000000001660
    8.11130799999999929639     0.89198900000000003185
    8.69749000000000016541     0.89834599999999997788
    9.32603300000000068337     0.90438899999999999846
   10.00000000000000000000     0.91012499999999996181
